SiteCode,Year,CAMPAGNE,VOLET,DATE,JOURJULIEN,Site,Lac,LATITUDE,LONGITUDE,Region,TYPE,VENTMAX,VENTMOY,TEMPAIR,HUMREL,PATM,NUAGE,VAGUES,SecchiDepth,MaxDepth,DepthEPILIMNION,ZÉCH,Temp,Conductivity,Doperc,Docorr,DOmgL,pH,Alcalinity,AbundanceBact,ABONDANCE BACT. _ ES (cells/ml),PRODUCTION BACT._MOY       (µg C/L/j),RESPIRATION TOTALE _ MOY (µgC/L/j),RESPIRATION TOTALE _ ES (µgC/L/j),RESPIRATION BACT. _ MOY (µgC/L/j), RESPIRATION BACT. _ ES (µgC/L/j),ZooBiomass,ZBP (mg C m-3 j-1),ZP:B CBA (j-1),ZP:B LOPC (j-1),ChlA, CHL a _ ES (µg/L),TP, TP _ ES (µg/L), TN, TN _ ES (mg/L),NH4,[NH4] _ ES (ug/L),NO3,[NO3] _ ES (ug/L),Iron, DOC, DOC _ ES (mg/L - ppm), DIC, DIC _ ES (mg/L - ppm), LABILITÉ, LABILITÉ _ ES (mgC/L/j),COULEUR-CDOM      ABS. 440nm (m-1),FLUORESCENCE C1 (Ru),FLUORESCENCE C2 (Ru),FLUORESCENCE C3 (Ru),FLUORESCENCE C4 (Ru),FLUORESCENCE C5 (Ru),FLUORESCENCE C6 (Ru),pCO2 AIR AMBIANT DE EGM (ppm),pCO2 EAU (ppm) DE EGM,pCH4 EAU _ MOY (ppm)  DU GC,pCH4 EAU _ ES (ppm)  DU GC,pN2O EAU _ MOY  (ppm)  DU GC Rox,pN2O EAU _  ES (ppm)  DU GC Rox,FLUX CO2 _ MOY (mmol m-2 d-1) EGM ,FLUX CH4 (mmol m-2 d-1) GC,FLUX N2O (mmol m-2 d-1) GC Rox,k600 (m j-1),KCO2 (m j-1),2H2O (Hatch Lab),H2O18 (Hatch Lab),2H2O (Colorado),H2O18 (Colorado),2H2O (UTrent),H2O18 (UTrent),H2O17 (LSCE),O17 (Hatch Lab),O18 (Hatch Lab),DIC13 (Hatch Lab),DIC13 (Colorado),DOC13 (Hatch Lab),DOC13 (Colorado),ppmDIC (Hatch Lab),ppmDIC (Colorado),ppmDOC (Hatch Lab),ppmDOC (Colorado),%C POM (Colorado),%N POM (Colorado),C13 POM (Colorado),N15 POM (Colorado),C/N POM (Colorado),H2 POM (Colorado),%H (Colorado),H2 DOM (Colorado),mgPOC/L/filter (Colorado),pour trier,Commentaires
,2012,7,L,30-04-2012,121,D169,Lac des Îlets ,48.20497,-71.24039,Chicoutimi,humique,4.1,3.2,1.7,64.8,980.1,0,3,2.5,5.2,-,0.5,3.37,83,94.6,97.7,12.62,7.37,,,,,,,,,,,,,0.69,0.15,11.14,0.87,,,,,,,0,5.219,0.034,6.37,0.016,-0.047,0.003,1.84,0.577,0.375,0.129,0.139,0.01,0.074,405,726,37.34,0.57,0.395,0.02,204.07,0.161,0.04,17.585,9.338,,,,,-93.03,-12.71,,12.2,24.37,,,,,,,,,,,,,,,,,,220,
,2012,7,L,30-04-2012,121,D170,Lac Kénogami,48.34017,-71.38594,Chicoutimi,humique,2.7,2.4,6.2,56.5,1002.3,1,10,2.1,20,-,0.5,2.15,37,95.7,96.37,13.16,6.59,,,,,,,,,,,,,0.19,0.04,10.95,0.06,,,,,,,91.734,7.281,0.061,2.833,0.039,-0.027,0.002,3.92,1.009,0.98,0.286,0.347,0,0.063,400,836,17.84,0.99,,,297.45,0.053,,18.947,9.565,,,,,-97.47,-13.79,,12.87,25.52,,,,,,,,,,,,,,,,,,221,
,2013,1,L,2013-07-10,191,L263,Lac Premier,50.32416,-66.42463,Côte-Nord,,,,22.1,,1005.78,,,1.6,78,5,0.5,16.92,10,95.5,95.9,9.22,5.12,-3.86,2880738,20506,,37.95,5.81,34.95,7.22,,,,,0.81,0.04,8.596,0.262,0.196,0.031,32.6,12,3.6,3.7,284.259,9.623,0.076,0.677,0.01,-0.037,0.003,6.91,0.975,2.185,0.955,0.07,0.433,0.399,391,1003,39.25,0.356,0.235,0.012,84.62,0.112,-0.008,3.573,3.221,,,,,,,,12.22,23.46,,,,,,,,,,,,,,,,,,282,Couleur: mesuré dans même vial que DOC
,2013,1,L,2013-07-11,192,L264,Lac Walker,50.1602,-67.13694,Côte-Nord,,4.3,2.6,24.7,56.7,987.3,5,20,2.7,46,-,0.5,10.75,13,98.3,99.29,10.74,6.16,43.52,1436053,12647,,30.25,4.42,32.56,11.47,,,,,0.82,0,4.662,0,0.191,0.036,50.8,7,47.6,0,78.436,7.509,0.059,0.446,0.002,-0.02,0.003,2.99,0.674,1.271,0.399,0.223,0.236,0.239,397,937,23.126,0.121,0.183,0.008,29.96,0.043,-0.005,1.48,1.06,,,,,,,,12.62,24.55,,,,,,,,,,,,,,,,,,283,
,2013,1,L,2013-07-11,192,L265,Lac Quatre lieux,50.11856,-67.14208,Côte-Nord,,6.3,4.2,26.85,49.65,989.85,5,8,1.9,,4,0.5,18.26,17,96.8,99.15,9.12,6.46,44.24,1649719,25402,,31.53,7.05,,,,,,,1.69,0.08,7.088,0.328,0.155,0.006,37.4,17.1,1.7,2,117.517,7.335,0.005,0.769,0.013,,,3.68,0.596,1.095,0.326,0.186,0.215,0.251,397,531,87.908,2.453,0.24,0.014,29.26,0.23,-0.012,5.61,5.297,,,,,,,,10.81,21.06,,,,,,,,,,,,,,,,,,284,
,2013,1,L,2013-07-12,193,L266,Lac Brunelle,50.13972,-67.13175,Côte-Nord,,2.75,2,27.25,42.5,1004.45,2,1,3.5,4,2,0.5,18.36,12,89.6,90.31,8.42,6.26,33.51,4013167,54719,,39.58,3.93,28.15,2.29,,,,,1.21,0.06,6.892,0.262,0.201,,28.9,14.3,2.3,1.7,124.822,6.703,0.059,0.524,0.011,-0.024,0.024,1.96,0.44,0.598,0.152,0.205,0.159,0.314,394,1021,819.782,9.893,0.287,0.03,18.16,0.311,-0.001,0.744,0.705,,,,,,,,10.37,19.88,,,,,,,,,,,,,,,,,,285,
,2013,1,L,2013-07-12,193,L267,Lac Thériault,50.13195,-67.12104,Côte-Nord,,4.05,2.2,27.9,34.3,1000.1,1,3,5.7,13.5,3,0.5,18.38,18,91.5,92.52,8.59,6.87,23.97,2399557,68114,,32.67,2.49,,,,,,,0.61,0,3.417,0.197,0.163,0.026,17.3,3.9,2.1,1.7,16.945,4.106,0.045,0.576,0.014,,,0.92,0.13,0.236,0.047,0.087,0.125,0.295,389,716,124.845,1.093,0.215,0.008,20.5,0.546,-0.005,1.61,1.526,,,,,,,,11.75,22.4,,,,,,,,,,,,,,,,,,286,DOC/DIC: échantillon gelé et transvidé
,2013,1,L,2013-07-12,193,L268,Lac Guillemette,50.1354,-67.09375,Côte-Nord,,2.75,1.45,28.3,33.3,993.55,0,5,3.5,12.2,4,0.5,19.64,11,98,100.23,9.01,5.89,21.65,3028787,25720,,32.81,0.42,,,,,,,0.77,0,6.695,1.115,0.175,,21.1,0.5,1.4,1.3,101.288,5.142,0.117,0.614,0.021,,,2.53,0.418,0.709,0.172,0.204,0.189,0.33,387,597,51.281,0.839,0.216,0.003,8.42,0.115,-0.003,1.024,1.013,,,,,,,,11.37,22.08,,,,,,,,,,,,,,,,,,287,DOC/DIC: échantillon gelé et transvidé
,2013,1,L,2013-07-13,194,L269,Lac Cousin,50.24379,-66.7286,Côte-Nord,,1.9,1.2,26,47.7,995.3,4,1,1.3,18.1,4,0.5,18.44,13,93.3,94.84,8.75,5.21,-9.22,2261466,97980,,33.15,9.04,31.82,5.54,,,,,1.38,0.23,10.104,1.246,0.281,,12,1,0.6,0.8,170.909,9.434,0.052,1.232,0.01,-0.022,0.001,5.41,0.729,1.612,0.491,0.19,0.335,0.546,385,644,40.319,1.178,0.255,,35.41,0.036,-0.006,3.51,3.335,,,,,,,,11.64,23.1,,,,,,,,,,,,,,,,,,288,DOC/DIC: échantillon gelé et transvidé
,2013,1,L,2013-07-13,194,L270,Lac Martel,50.47116,-66.80466,Côte-Nord,,2.4,1.5,31,24.6,974,3,2,1.4,10.4,4.1,0.5,17.46,10,94.4,98.04,9.03,5.13,-7.58,3767782,69715,,33.61,4.34,,,,,,,0.77,0,11.546,3.344,0.225,0.013,11.8,5.4,0,0.1,261.202,9.713,0.027,0.946,0.01,,,6.1,0.961,2.187,0.929,0.036,0.394,0.377,385,716,83.077,0.95,0.315,0.006,73.68,0.302,0,5.739,5.271,,,,,,,,11.92,22.9,,,,,,,,,,,,,,,,,,289,
,2013,1,L,2013-07-15,196,L271,,50.9303,-65.4584,Côte-Nord,,5.2,3.7,19.1,84.3,939.5,8,4,3.5,33.3,-,0.5,13.04,6,94.9,102.27,9.99,5.79,19.89,1692098,11977,,41.6,1.71,42.23,3.91,,,,,0.96,0.12,5.121,0.066,0.24,0.021,14.3,7.3,30.5,1.2,29.801,4.733,0.014,0.81,0.014,-0.008,0.002,2.19,0.29,0.767,0.271,0.123,0.192,0.18,388,,1646.44,165.453,0.321,0.019,34.28,0.007,,,,,,,,,,,10.35,21.44,,,,,,,,,,,,,,,,,,290,
,2013,1,L,2013-07-15,196,L272,Lac Tortue,50.91879,-65.21399,Côte-Nord,,2.9,2.7,20.7,78.8,942.9,7,4,4.5,40,-,0.5,13.75,7,93.1,99.88,9.64,6.4,19.08,1990558,28251,,72.21,31.74,,,,,,,0.81,0.12,7.416,1.836,0.19,0.012,24.5,0.3,15,1,13.4,3.16,0.019,1.241,0,,,1.15,0.192,0.455,0.17,0.073,0.125,0.147,388,574,525.196,265.086,0.317,0.01,10.99,0.036,0,1.551,1.247,,,,,,,,10.54,21.3,,,,,,,,,,,,,,,,,,291,DOC/DIC: échantillon gelé et transvidé
,2013,1,L,2013-07-15,196,L273,,51.08513,-65.33929,Côte-Nord,,7.2,6.4,22.5,59.1,946.5,4,9,2,11.5,-,0.5,15.48,8,93.2,99.68,9.3,5.81,1.03,1946224,466949,,27.56,6.43,,,,,,,0.88,0.12,16.332,0.131,0.171,0.003,27.6,19.5,4.3,3.8,110.245,7.122,0.025,0.776,0.008,,,3.68,0.555,1.305,0.456,0.143,0.255,0.192,385,580,106.735,9.569,0.35,0.016,74.53,0.039,0.011,9.942,8.516,,,,,,,,10.29,20.54,,,,,,,,,,,,,,,,,,292,
,2013,1,L,2013-07-15,196,L274,,50.84446,-65.7376,Côte-Nord,,,,,,,,,1.5,48.6,8,0.5,15.13,9,95.2,100.41,9.57,6.08,9.81,3017575,34059,,48.81,0.94,,,,,,,0.73,0.04,6.695,0.066,0.219,0.003,28.5,4.4,3,3.1,78.212,7.082,0.008,0.685,0.017,,,3.8,0.589,1.26,0.435,0.162,0.228,0.22,383,,,,0.356,0.007,,,,,,,,,,,,,12.02,23.13,,,,,,,,,,,,,,,,,,293,
,2013,1,L,2013-07-16,197,L275,Lac Hall,50.27264,-66.59968,Côte-Nord,,3.25,1.8,26.6,41.45,1014.65,4,6,1.5,40,6,0.5,19.35,14,88.4,88.66,8.19,5.43,-104.11,3908050,50780,,43.2,3.01,20.09,0.17,,,,,1.03,0.04,7.547,0.262,0.227,0.011,100.2,8.2,14.1,1.5,323.191,12.952,0.109,0.719,0,-0.035,0.007,7.25,1.307,2.559,1.168,0.052,0.441,0.468,397,881,97.993,18.406,0.339,0.036,26.73,0.066,0.001,1.413,1.384,,,,,,,,10.62,21.15,,,,,,,,,,,,,,,,,,294,
,2013,1,L,2013-07-16,197,L276,Réservoir SM2,50.21933,-66.67035,Côte-Nord,,6.55,5.25,24.4,46.8,1014.45,2,20,1.7,28.7,10,0.5,17.01,15,100.5,100.2,9.71,6.54,-51.7,2913859,23348,,38.71,0.1,,,,,,,1.38,0.15,14.693,2.688,0.217,0.019,23.2,9.3,22.2,0.9,271.552,6.583,0.026,0.725,0.006,,,2.99,0.538,0.836,0.246,0.176,0.165,0.181,390,850,125.155,3.901,0.356,0.012,32.31,0.157,0.002,1.815,1.641,,,,,,,,10.86,21,,,,,,,,,,,,,,,,,,295,
,2013,1,L,2013-07-17,198,L277,Lac à Moi,50.75889,-66.93566,Côte-Nord,,2.9,2.3,21.25,74,960.95,8,5,3.4,14.3,7,0.5,16.84,14,93.2,97.88,9.01,6.92,57.31,900249,7455,,20.69,5.47,15.45,0.9,,,,,1.07,0.08,7.219,2.95,0.19,0.033,21.4,7.8,1.7,1.9,43.659,5.136,0.048,1.02,0.013,-0.007,,1.96,0.414,0.565,0.128,0.158,0.116,0.191,396,424,28.84,1.357,0.285,0.014,5.76,0.022,-0.004,5.318,4.781,,,,,,,,10.14,20.53,,,,,,,,,,,,,,,,,,296,
,2013,1,L,2013-07-17,198,L278,Lac à Toi,50.79037,-66.91415,Côte-Nord,,1.75,1.25,21.7,70.1,953.25,6,2,4,40,-,0.5,16.31,14,94.7,99.6,9.2,6.77,38.84,1574145,19086,,21.96,6.23,,,,,,,0.69,0.08,6.957,1.77,0.175,0.002,31.5,21.1,35.2,0.3,6.324,4.86,0.049,0.82,0.002,,,1.5,0.285,0.493,0.153,0.093,0.131,0.16,394,431,27.014,0.146,0.293,0.006,12.52,0.02,-0.005,8.767,7.736,,,,,,,,10.35,21.14,,,,,,,,,,,,,,,,,,297,
,2013,1,L,2013-07-17,198,L279,Lac Labrie,50.18655,-66.69026,Côte-Nord,,2.15,1.7,25.8,66.75,998.85,3,1,,38.5,4,0.5,21.23,28,98.3,99.44,8.71,6.89,72.49,1411437,23388,,49.77,5.39,,,,,,,1.96,0.04,8.989,0.524,0.246,0.01,23.6,2.8,44.4,3.4,363.462,8.623,0.026,0.729,0.004,,,4.61,0.847,1.045,0.251,0.293,0.151,0.307,406,548,99.251,1.799,0.313,0.019,9.46,,0,1.693,1.763,,,,,,,,10.14,20.57,,,,,,,,,,,,,,,,,,298,
,2013,1,L,2013-07-18,199,L280,Lac Muévelo,50.64894,-66.80858,Côte-Nord,,3.75,2.55,19.9,46.85,965.65,5,15,1.8,19.6,4,0.5,17.81,16,93.9,98.45,8.93,6.19,6.13,1787226,4667,,43.12,6.78,,,,,,,0.88,0.04,7.744,0.852,0.231,0.02,37.9,1.6,4.9,1.4,92.021,10.249,0.453,0.431,0.009,,,4.49,0.946,1.521,0.469,0.226,0.229,0.317,395,646,82.515,1.823,0.315,0.015,47.67,0.336,0,4.889,4.545,,,,,,,,10.59,21.16,,,,,,,,,,,,,,,,,,299,
,2013,1,L,2013-07-18,199,L281,Lac Malfait,50.40907,-66.78619,Côte-Nord,,5.85,4.55,20.3,38.3,968.25,2,5,1.2,4.3,2,0.5,17.38,20,95.2,99.53,9.13,5.2,-0.19,2559271,88805,,23.22,2.32,,,,,,,0.97,0.11,10.76,0.983,0.283,0.017,23,8.8,0,0.1,444.342,11.17,0.096,0.494,0.002,,,6.33,1.033,2.221,0.978,0.038,0.404,0.401,398,813,263.656,1.7,0.266,0.011,101.21,1.437,-0.008,6.29,5.762,,,,,,,,10.52,20.62,,,,,,,,,,,,,,,,,,300,
,2013,1,L,2013-07-18,199,L282,Lac des Iles ,50.25637,-66.76934,Côte-Nord,,8.7,5.55,22,37.25,986.85,2,15,0.8,5.3,2.5,0.5,19.05,14,97.1,107.6,9.72,4.81,-34.58,4435369,92847,,36.56,5.44,22.05,0.55,,,,,0.81,0.04,10.825,0.262,0.285,0.013,62,5.6,0.7,0.7,365.832,13.109,0.136,0.67,0.022,-0.058,0.018,9.56,1.564,3.006,1.163,0,0.311,0.562,399,905,347.008,4.127,0.312,0.018,153.16,2.458,0,7.753,7.517,,,,,,,,10.24,19.92,,,,,,,,,,,,,,,,,,301,
,2013,1,L,2013-07-19,200,L283,Lac Lachipie,50.66169,-66.8294,Côte-Nord,,3.5,2.1,19,52.7,964,8,3,1.7,10,3,0.5,16.54,15,95.4,100.17,9.31,6.11,35.87,1845469,18783,,16.98,0.7,24.71,2.88,,,,,0.73,0.04,16.922,10.686,0.264,0.067,11.7,0.1,0,0.2,205.639,8.565,0.16,1.004,0.01,-0.026,0.004,4.15,0.669,1.244,0.448,0.185,0.252,0.294,393,688,274.492,6.07,0.269,0.004,49.4,0.986,-0.005,4.334,3.856,,,,,,,,10.62,21.05,,,,,,,,,,,,,,,,,,302,
,2013,1,L,2013-07-20,201,L284,Lac Lorinque,50.43666,-67.4783,Côte-Nord,,4.55,2.65,22.05,73.2,948.1,5,7,2.4,17.4,2.5,0.5,15.85,13,92.7,98.95,9.18,6.38,55.3,2381015,33470,,26.23,1.63,20.14,4.79,,,,,1.2,0.05,9.776,3.016,0.255,,10.6,0.9,0,0.2,197.674,9.176,0.095,0.983,0.004,-0.016,0.006,4.95,0.916,1.449,0.438,0.238,0.222,0.291,384,706,80.879,5.682,0.288,0.003,53.14,0.373,-0.003,4.285,3.72,,,,,,,,11.3,22.52,,,,,,,,,,,,,,,,,,303,
,2013,1,L,2013-07-20,201,L285,Lac des Noyés,50.42641,-67.47628,Côte-Nord,,1.7,1.15,20.6,73.1,947.95,6,5,2.9,0.5,4.5,0.5,15.55,12,91,97.28,9.08,6.24,31.03,1939909,7158,,184.11,10.08,,,,,,,1.25,0,8.662,0.59,0.203,0.034,9.1,0.9,0,0.2,202.33,9.619,0.086,0.94,0.005,,,5.18,0.929,1.693,0.543,0.216,0.299,0.323,388,598,47.537,0.466,0.302,0.003,52.68,0.095,-0.002,6.523,5.601,,,,,,,,11.46,22.84,,,,,,,,,,,,,,,,,,304,
,2013,1,L,2013-07-21,202,L286,Lac de la Grande princesse Annick,50.55766,-66.765,Côte-Nord,,5.9,3.4,13.8,69.5,948.75,3,8,1.1,7.9,2,0.5,13.73,16,83.5,85.4,8.65,5.18,-30.97,2462498,31862,,100.77,0.96,105.17,8.45,,,,,1.68,0.34,10.694,0.262,0.279,0.003,19,0.7,0,0,182.541,11.702,0.262,2.339,0.025,-0.034,0.004,5.76,0.991,1.969,0.704,0.147,0.276,0.38,393,864,350.239,30.459,0.269,0.005,124.17,1.572,-0.009,6.918,5.558,,,,,,,,10.16,20.53,,,,,,,,,,,,,,,,,,305,
,2013,1,L,2013-07-21,202,L287,Lac Ovide,50.52121,-66.77761,Côte-Nord,,4.05,2.6,16.4,58.65,953.5,5,15,2.1,28.8,4,0.5,15.94,10,89.3,94.79,8.83,5.42,-2.1,2135205,36844,,15.4,2.77,,,,,,,0.96,0,5.056,0.262,0.154,0.004,22.9,1.4,0,0,99.157,8.171,0.049,1.903,0.015,,,3.92,0.657,1.616,0.666,0.062,0.329,0.253,393,686,47.745,2.335,0.304,0.014,56.06,0.229,-0.001,4.966,4.325,,,,,,,,10.51,20.79,,,,,,,,,,,,,,,,,,306,
,2013,1,L,2013-07-21,202,L288,Lac Jumeau,50.48731,-66.80548,Côte-Nord,,2,1.15,16.8,59.5,961.45,8,4,1.5,2.8,-,0.5,15.18,10,93,97.86,9.34,5.39,-9.74,2433084,22237,,59,0.21,,,,,,,0.77,0.1,8.465,0.524,0.188,0.012,11.1,1.1,0,0,275.157,9.368,0.026,1.909,0.015,,,5.07,0.692,1.703,0.756,0.059,0.372,0.329,390,599,399.5,9.114,0.266,0.006,12.69,0.771,-0.002,1.582,1.34,,,,,,,,9.91,20.78,,,,,,,,,,,,,,,,,,307,
,2013,1,L,2013-07-22,203,L289,Lac Simard,50.27156,-67.46499,Côte-Nord,,9.6,5.4,19.15,54.05,974.2,6,30,1.8,24,6,0.5,15.57,12,96.1,99.81,9.57,6.09,13.04,2031613,194625,,15.37,0.85,92.27,4.48,,,,,0.96,0.1,9.055,0.721,0.165,0.006,20.7,10.1,1.5,1.5,137.674,9.475,0.005,0.622,0.005,,,4.72,0.907,1.681,0.6,0.178,0.285,0.294,394,625,29.065,0.044,0.268,0.007,49.58,0.107,-0.007,5.581,4.796,,,,,,,,10.95,22.16,,,,,,,,,,,,,,,,,,308,
,2013,1,L,2013-07-22,203,L290,Lac Katheri pu,50.26926,-67.45036,Côte-Nord,,2.65,1.65,21.3,62.1,973.7,6,2,1.1,6.4,2,0.5,15.82,10,77,83.45,7.96,5.23,-5.2,3646551,36381,,51.76,1.63,30.81,1.86,,,,,0.92,0.1,8.465,0.393,0.332,0.038,27.8,6.4,2.1,2.1,284.715,12.305,0.018,0.653,0.01,-0.041,0.006,7.37,1.098,2.282,0.895,0.087,0.304,0.383,390,1143,308.692,6.409,0.243,0.004,16.14,0.075,-0.001,0.557,0.483,,,,,,,,10.07,20.02,,,,,,,,,,,,,,,,,,309,
,2013,1,L,2013-07-22,203,L291,Lac Ne ris pas,50.26698,-67.44303,Côte-Nord,,1,0.65,23.85,53.9,977.05,4,2,1.1,8.8,1,0.5,15.81,14,96.6,100.11,9.58,5.43,24.8,1827359,624279,,55.44,7.41,34.07,6.88,,,,,1.7,0,12.464,0.328,0.265,0.007,13.7,3.9,1.3,0.3,1043.238,12.595,0.154,0.945,0.015,-0.022,0.005,7.83,1.527,2.407,0.877,0.209,0.295,0.499,389,903,691.948,14.456,0.241,,73.28,2.068,-0.008,3.703,3.21,,,,,,,,10,20.33,,,,,,,,,,,,,,,,,,310,
,2013,1,L,2013-07-23,204,L292,,49.95696,-67.13737,Côte-Nord,,2.45,1.2,21.8,45.35,996.3,1,1,1.5,1.5,-,0.5,16.02,17,101.7,105.07,10.12,5.91,11.29,3979313,55125,,38.42,0.33,18.73,2.06,,,,,0.72,0.05,7.35,0.066,0.359,0.013,12.7,2.3,0.1,0,2004.888,12.526,0.008,0.824,0.008,-0.042,0,5.64,0.956,1.547,0.541,0.214,0.27,0.528,391,945,1243.122,92.476,0.27,0.02,80.3,7.311,-0.005,3.761,3.284,,,,,,,,11.08,21.9,,,,,,,,,,,,,,,,,,311,
,2013,1,L,2013-07-23,204,L293,,49.95826,-67.1285,Côte-Nord,,2.15,1.3,26.05,47.05,988.4,1,1,2.4,2.4,-,0.5,17.68,27,97.4,99.66,9.28,6.9,148.29,3842844,48776,,24.69,0.13,,,,,,,0.58,0.04,7.023,0.524,0.335,0.008,14.7,2.2,1.3,1.9,258.859,7.734,0.057,1.046,0.022,-0.064,0.007,1.96,0.44,0.554,0.144,0.182,0.135,0.365,390,882,1828.776,11.324,0.331,0.014,64.74,9.357,0.002,3.389,3.137,,,,,,,,10.6,21.06,,,,,,,,,,,,,,,,,,312,
,2013,1,L,2013-07-23,204,L294,,49.95601,-67.10485,Côte-Nord,,4.25,2.15,23,58.8,991.35,3,2,2.4,8,5,0.5,17.85,25,96.2,98.24,9.14,6.6,139.24,2593036,48772,,33.13,5.03,14.22,2.63,,,,,1.19,0.12,6.433,0.459,0.216,0.025,9.8,1.5,1,1.7,215.652,6.668,0.091,0.502,0.01,-0.013,0.005,2.53,0.519,0.663,0.167,0.224,0.145,0.248,397,1311,545.063,8.287,0.334,0.02,123.64,2.347,0.002,3.482,3.242,,,,,,,,10.98,21.56,,,,,,,,,,,,,,,,,,313,
,2013,1,L,2013-07-23,204,L295,,49.95154,-67.09914,Côte-Nord,,3.45,2.3,22.45,61.45,990.8,6,3,2.8,10.4,2,0.5,18.51,26,98,100.08,9.18,6.73,123.66,2662947,37277,,25.75,5.48,,,,,,,0.72,0.04,5.056,0.131,0.204,0.018,10.7,1.9,1.1,1.3,191.391,5.762,0.097,0.949,0.024,,,2.42,0.431,0.552,0.136,0.185,0.112,0.22,397,1200,317.355,5.168,0.329,0.037,94.83,1.382,0.001,3.031,2.886,,,,,,,,11.05,21.97,,,,,,,,,,,,,,,,,,314,
,2013,1,L,2013-07-24,205,L296,Lac Misty ,49.97523,-67.19346,Côte-Nord,,2.3,1.8,15.5,89.8,978.8,8,3,,17.5,3,0.5,16.79,16,95.7,97.99,9.24,6.22,18.29,1845397,4981,,24.67,10.84,17.65,3.54,,,,,0.73,0.04,5.384,1.508,0.159,0.001,16.8,5.1,0.6,1.3,68.563,8.441,0.083,1.472,0.005,-0.015,,3.68,0.69,1.249,0.476,0.171,0.316,0.284,397,579,62.811,1.848,0.294,0.019,36.76,0.104,-0.003,5.222,4.686,,,,,,,,11.41,23.01,,,,,,,,,,,,,,,,,,315,
,2013,1,L,2013-07-24,205,L297,Lac Moist,49.97179,-67.19759,Côte-Nord,,1,0.7,16.2,96.6,979.1,8,0,1.9,8.4,3,0.5,16.71,15,96.5,102.56,9.65,5.92,12.63,2335485,18921,,40.37,15.44,29.83,0.72,,,,,0.92,0,7.809,0,0.307,0.092,19.9,11.3,0,0,159.876,9.556,0.024,1.396,0.008,-0.021,0.005,4.49,0.717,1.593,0.743,0.12,0.447,0.397,387,660,255.887,8.194,0.299,0.023,,0.284,,,,,,,,,,,11.26,22.18,,,,,,,,,,,,,,,,,,316,
,2013,1,L,2013-07-26,207,L298,Lac du Bassin,49.98095,-67.34618,Côte-Nord,,2.5,1.75,22.3,49.7,999.9,8,5,1.7,10.5,3,0.5,16.85,12,101.7,102.38,9.81,5.84,8.14,1163002,8956,,22.69,12.68,26.06,6.26,,,,,0.84,,11.612,4.065,0.256,0.035,16.5,0.1,0,0.1,763.31,8.359,0.059,1.09,0.012,-0.009,0,4.72,0.69,1.275,0.524,0.193,0.319,0.312,389,1005,519.149,7.058,0.299,0.009,107.27,1.741,-0.002,4.501,4.048,,,,,,,,10.59,20.99,,,,,,,,,,,,,,,,,,317,
,2013,1,L,2013-07-26,207,L299,Lac Riverin,49.99687,-67.29388,Côte-Nord,,3.75,2.2,24.75,41.65,995.1,6,5,0.8,4.2,2,0.5,16.9,13,97.2,98.66,9.4,4.96,-22.51,3301837,102881,,38.79,10.44,,,,,,,0.91,0.05,9.514,0.918,0.249,0.048,11.8,7.1,0,0,297.407,11.665,0.044,1.101,0.005,,,7.48,1.159,2.428,0.999,0.035,0.352,0.447,387,1047,292.509,1.813,0.283,0.004,124.61,0.697,-0.004,4.879,4.396,,,,,,,,11.23,22.08,,,,,,,,,,,,,,,,,,318,
,2013,1,L,2013-07-26,207,L300,Lac Fiesta,49.99403,-67.29051,Côte-Nord,,2.3,1.2,23,46.2,994.8,7,5,0.9,9,2,0.5,16.77,13,98.1,97.81,9.33,5.07,-24.73,4019002,40592,,24.89,1.64,,,,,,,1.01,0.05,10.628,0.328,0.346,0.02,23.4,5.8,0,0.2,522.265,12.319,0.07,1.031,0.007,,,8.52,1.311,2.508,1.065,0.026,0.382,0.459,387,1348,270.27,1.451,0.329,0.03,196.87,0.721,0.002,5.297,4.751,,,,,,,,10.58,21.28,,,,,,,,,,,,,,,,,,319,
,2013,1,L,2013-07-26,207,L301,Lac Yolo,49.99284,-67.27715,Côte-Nord,,4.6,2.9,23.7,55.7,995.6,7,10,1.4,30,7,0.5,17.38,13,97,98.57,9.3,4.99,-29.53,2541866,24538,,25.26,2.64,,,,,,,0.65,0.04,4.138,2.491,0.288,0.016,20,0.9,3.5,0.1,222.331,10.364,0.404,0.969,0.003,,,6.56,1.02,2.372,1.029,0.03,0.417,0.344,,1139.79,21.849,0.756,0.31,0.008,,0.079,,,,,,,,,,,11.04,21.66,,,,,,,,,,,,,,,,,,320,
,2013,1,L,2013-07-27,208,L302,Lac Grand Caotibi,50.71848,-67.54853,Côte-Nord,,3.35,1.9,24.2,45.35,959.45,1,10,4.1,11,8,0.5,15.51,14,94.3,99.37,9.4,6.88,156.95,1709906,64948,,26.85,4.48,25.7,10.98,,,,,0.84,0,4.204,0.066,0.108,0.005,22.3,2.2,4.9,0.3,35.546,4.942,0.001,2.013,0.016,-0.011,0.002,1.5,0.305,0.421,0.109,0.114,0.101,0.164,397,473,28.491,0.649,0.262,0.019,9.7,0.05,-0.005,3.32,2.846,,,,,,,,10.88,21.69,,,,,,,,,,,,,,,,,,321,
